Journal Report 1 (R4)	Number of Successful Full-Text Article Requests by Month and Journal																				
Universität Regensburg																					
2000374973																					
Period covered by Report:																					
2014-01-01 to 2014-12-31																					
Date run:																					
2015-03-17																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2014	Feb-2014	Mar-2014	Apr-2014	May-2014	Jun-2014	Jul-2014	Aug-2014	Sep-2014	Oct-2014	Nov-2014	Dec-2014
Social Indicators Research	Springer	SpringerLink	10.1007/11205.1573-0921	11205	0303-8300	1573-0921	117	10	66	2	19	6	6	12	12	4	12	4	17	16	7
Social Justice Research	Springer	SpringerLink	10.1007/11211.1573-6725	11211	0885-7466	1573-6725	14	1	10	0	0	1	0	2	1	0	3	3	2	1	1
Social Network Analysis and Mining	Springer	SpringerLink	10.1007/13278.1869-5469	13278	1869-5450	1869-5469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Psychiatry and Psychiatric Epidemiology	Springer	SpringerLink	10.1007/127.1433-9285	127	0933-7954	1433-9285	65	2	40	6	8	8	4	6	5	14	1	7	1	3	2
Social Psychology of Education	Springer	SpringerLink	10.1007/11218.1573-1928	11218	1381-2890	1573-1928	16	0	10	1	2	3	0	2	2	0	2	2	1	0	1
Society	Springer	SpringerLink	10.1007/12115.1936-4725	12115	0147-2011	1936-4725	35	2	21	8	1	0	1	6	0	0	4	0	6	8	1
Sociological Forum	Springer	SpringerLink		11206	0884-8971	1573-7861	4	0	2	2	0	0	0	0	2	0	0	0	0	0	0
Sociological Practice	Springer	SpringerLink		11210	1522-3442	1573-787X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soft Computing	Springer	SpringerLink	10.1007/500.1433-7479	500	1432-7643	1433-7479	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0
Software & Systems Modeling	Springer	SpringerLink	10.1007/10270.1619-1374	10270	1619-1366	1619-1374	26	1	14	2	2	0	11	2	0	0	0	4	1	2	2
Software Quality Journal	Springer	SpringerLink	10.1007/11219.1573-1367	11219	0963-9314	1573-1367	11	0	7	1	7	3	0	0	0	0	0	0	0	0	0
Softwaretechnik-Trends	Springer	SpringerLink		40568		0720-8928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soil Mechanics and Foundation Engineering	Springer	SpringerLink	10.1007/11204.1573-9279	11204	0038-0741	1573-9279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solar Physics	Springer	SpringerLink	10.1007/11207.1573-093X	11207	0038-0938	1573-093X	7	4	1	1	0	0	1	4	0	1	0	0	0	0	0
Solar System Research	Springer	SpringerLink	10.1134/11208.1608-3423	11208	0038-0946	1608-3423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solid Fuel Chemistry	Springer	SpringerLink		11985	0361-5219	1934-8029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Somatic Cell and Molecular Genetics	Springer	SpringerLink		11188	0740-7750	1572-9931	3	0	2	0	0	1	0	0	0	2	0	0	0	0	0
Somnologie - Schlafforschung und Schlafmedizin	Springer	SpringerLink	10.1007/11818.1439-054X	11818	1432-9123	1439-054X	84	4	61	6	6	1	3	22	24	5	3	8	1	0	5
Sophia	Springer	SpringerLink	10.1007/11841.1873-930X	11841	0038-1527	1873-930X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Source Code for Biology and Medicine	Springer	SpringerLink		13029		1751-0473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Southeast Asian Bulletin of Mathematics	Springer	SpringerLink		10012	0129-2021	0219-175X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sozial Extra	Springer	SpringerLink		12054	0931-279X	1863-8953	60	0	48	4	7	6	2	13	4	12	1	4	2	0	5
Soziale Passagen	Springer	SpringerLink	10.1007/12592.1867-0199	12592	1867-0180	1867-0199	33	1	26	0	0	3	9	4	2	14	0	1	0	0	0
Soziologie	Springer	SpringerLink		11617	0340-918X	1862-2550	6	0	5	1	1	2	0	0	0	0	1	1	0	0	0
Space Debris	Springer	SpringerLink		11193	1388-3828	1572-9664	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Space Science Reviews	Springer	SpringerLink	10.1007/11214.1572-9672	11214	0038-6308	1572-9672	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Spanish Economic Review	Springer	SpringerLink		10108	1435-5469	1435-5477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spatial Cognition and Computation	Springer	SpringerLink		11189	1387-5868	1573-9252	7	0	3	0	2	0	0	3	0	1	1	0	0	0	0
Speculations in Science and Technology	Springer	SpringerLink		11216	0155-7785	1573-9309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spektrum der Augenheilkunde	Springer	SpringerLink	10.1007/717.1613-7523	717	0930-4282	1613-7523	15	0	8	1	1	1	0	2	1	1	1	1	1	4	1
Sport Sciences for Health	Springer	SpringerLink	10.1007/11332.1825-1234	11332	1824-7490	1825-1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sport- und Präventivmedizin	Springer	SpringerLink		12534	1867-1977	1867-1985	2	0	2	0	0	0	0	0	0	1	0	0	1	0	0
Sports Engineering	Springer	SpringerLink	10.1007/12283.1460-2687	12283	1369-7072	1460-2687	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0
Sports Medicine	Springer	SpringerLink	10.1007/40279.1179-2035	40279	0112-1642	1179-2035	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Sportwissenschaft	Springer	SpringerLink	10.1007/12662.1868-1069	12662	0342-2380	1868-1069	59	1	30	3	3	5	4	8	2	8	0	3	6	10	7
Springer Healthcare News	Springer	SpringerLink		40014		2193-0961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Springer Science Reviews	Springer	SpringerLink	10.1007/40362.2213-7793	40362	2213-7793	2213-7793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SpringerPlus	Springer	SpringerLink	10.1007/40064.2193-1801	40064		2193-1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Standby	Springer	SpringerLink		12490	0922-310X		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Standort	Springer	SpringerLink	10.1007/548.1432-220X	548	0174-3635	1432-220X	61	2	43	0	5	3	14	11	6	3	2	2	3	9	3
Statistical Inference for Stochastic Processes	Springer	SpringerLink	10.1007/11203.1572-9311	11203	1387-0874	1572-9311	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Statistical Methods & Applications	Springer	SpringerLink	10.1007/10260.1613-981X	10260	1618-2510	1613-981X	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0
Statistical Papers	Springer	SpringerLink	10.1007/362.1613-9798	362	0932-5026	1613-9798	24	0	12	1	2	0	6	3	4	0	3	3	1	1	0
Statistics and Computing	Springer	SpringerLink	10.1007/11222.1573-1375	11222	0960-3174	1573-1375	34	1	20	2	5	1	0	6	3	3	4	0	5	5	0
Statistics in Biosciences	Springer	SpringerLink	10.1007/12561.1867-1772	12561	1867-1764	1867-1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Steel in Translation	Springer	SpringerLink		11986	0967-0912	1935-0988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stem Cell Research & Therapy	Springer	SpringerLink		13287		1757-6512	5	0	2	0	0	0	0	0	0	0	0	0	0	2	3
Stem Cell Reviews and Reports	Springer	SpringerLink	10.1007/12015.1558-6804	12015	1550-8943	1558-6804	53	2	43	3	8	0	5	6	2	1	12	7	3	4	2
Stimulus	Springer	SpringerLink		12491	0929-0591	1876-5599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stochastic Environmental Research and Risk Assessment	Springer	SpringerLink	10.1007/477.1436-3259	477	1436-3240	1436-3259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stochastic Partial Differential Equations: Analysis and Computations	Springer	SpringerLink	10.1007/40072.2194-041X	40072	2194-0401	2194-041X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stomatologie	Springer	SpringerLink	10.1007/715.1613-7698	715	0946-3151	1613-7698	16	0	7	1	0	2	0	0	3	0	8	0	1	0	1
Strahlentherapie und Onkologie	Springer	SpringerLink	10.1007/66.1439-099X	66	0179-7158	1439-099X	334	6	290	30	39	51	32	26	20	24	25	27	12	30	18
Strategies in Trauma and Limb Reconstruction	Springer	SpringerLink	10.1007/11751.1828-8928	11751	1828-8936	1828-8928	3	0	3	0	0	0	0	0	1	0	0	0	1	0	1
Stratigraphy and Geological Correlation	Springer	SpringerLink	10.1134/11506.1555-6263	11506	0869-5938	1555-6263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strength of Materials	Springer	SpringerLink	10.1007/11223.1573-9325	11223	0039-2316	1573-9325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Structural Chemistry	Springer	SpringerLink	10.1007/11224.1572-9001	11224	1040-0400	1572-9001	15	0	11	2	1	0	1	2	3	0	0	2	1	1	2
Structural and Multidisciplinary Optimization	Springer	SpringerLink	10.1007/158.1615-1488	158	1615-147X	1615-1488	22	0	11	5	0	6	3	0	2	3	0	1	0	2	0
Studia Geophysica et Geodaetica	Springer	SpringerLink	10.1007/11200.1573-1626	11200	0039-3169	1573-1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Studia Logica	Springer	SpringerLink	10.1007/11225.1572-8730	11225	0039-3215	1572-8730	18	0	15	7	2	2	0	0	0	4	0	0	0	0	3
Studies in Comparative International Development	Springer	SpringerLink	10.1007/12116.1936-6167	12116	0039-3606	1936-6167	15	0	9	4	0	3	0	1	0	0	0	0	1	4	2
Studies in East European Thought	Springer	SpringerLink	10.1007/11212.1573-0948	11212	0925-9392	1573-0948	10	0	6	0	0	6	2	0	0	0	0	1	0	0	1
Studies in Philosophy and Education	Springer	SpringerLink	10.1007/11217.1573-191X	11217	0039-3746	1573-191X	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0
Studies on Russian Economic Development	Springer	SpringerLink	10.1134/11507.1531-8664	11507	1075-7007	1531-8664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Substance Abuse	Springer	SpringerLink		11226	0889-7077	1573-6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Substance Abuse Treatment, Prevention, and Policy	Springer	SpringerLink		13011		1747-597X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sugar Tech	Springer	SpringerLink	10.1007/12355.0974-0740	12355	0972-1525	0974-0740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supervisie en coaching	Springer	SpringerLink		12492	1572-0306	1876-5521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supportive Care in Cancer	Springer	SpringerLink	10.1007/520.1433-7339	520	0941-4355	1433-7339	94	7	74	13	5	9	3	4	15	7	3	9	4	6	16
Surface Coatings International Part B: Coatings Transactions	Springer	SpringerLink		12167	1476-4865		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surface Engineering and Applied Electrochemistry	Springer	SpringerLink		11987	1068-3755	1934-8002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surgery Today	Springer	SpringerLink	10.1007/595.1436-2813	595	0941-1291	1436-2813	45	1	40	5	7	8	4	2	4	3	0	2	1	4	5
Surgical Endoscopy	Springer	SpringerLink	10.1007/464.1432-2218	464	0930-2794	1432-2218	129	6	112	12	22	13	6	6	2	3	6	34	15	3	7
Surgical and Radiologic Anatomy	Springer	SpringerLink	10.1007/276.1279-8517	276	0930-1038	1279-8517	45	0	38	8	3	11	1	8	3	1	0	2	2	4	2
Surveys in Geophysics	Springer	SpringerLink	10.1007/10712.1573-0956	10712	0169-3298	1573-0956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sustainability Science	Springer	SpringerLink	10.1007/11625.1862-4057	11625	1862-4065	1862-4057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sustainable Chemical Processes	Springer	SpringerLink		40508		2043-7129	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Swarm Intelligence	Springer	SpringerLink	10.1007/11721.1935-3820	11721	1935-3812	1935-3820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swiss Journal of Geosciences	Springer	SpringerLink	10.1007/15.1661-8734	15	1661-8726	1661-8734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swiss Journal of Palaeontology	Springer	SpringerLink	10.1007/13358.1664-2384	13358	1664-2376	1664-2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Symbiosis	Springer	SpringerLink	10.1007/13199.1878-7665	13199	0334-5114	1878-7665	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0
SynthesHis	Springer	SpringerLink		12494	1570-2693	1876-5548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synthese	Springer	SpringerLink	10.1007/11229.1573-0964	11229	0039-7857	1573-0964	129	0	105	14	16	3	21	11	14	14	3	1	5	24	3
System Familie	Springer	SpringerLink		491	0933-3053	1432-2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Systematic Parasitology	Springer	SpringerLink	10.1007/11230.1573-5192	11230	0165-5752	1573-5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Systematic Reviews	Springer	SpringerLink		13643		2046-4053	3	1	1	1	0	0	1	0	0	0	1	0	0	0	0
Systemic Practice and Action Research	Springer	SpringerLink	10.1007/11213.1573-9295	11213	1094-429X	1573-9295	6	0	4	0	0	1	1	0	2	0	1	0	1	0	0
Systems and Synthetic Biology	Springer	SpringerLink	10.1007/11693.1872-5333	11693	1872-5325	1872-5333	5	0	3	0	0	0	0	2	0	1	0	0	2	0	0
TBV – Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde	Springer	SpringerLink	10.1007/12498.1876-5858	12498	0929-600X	1876-5858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEST	Springer	SpringerLink	10.1007/11749.1863-8260	11749	1133-0686	1863-8260	3	0	1	0	0	0	0	0	0	1	2	0	0	0	0
THE GENEVA RISK AND INSURANCE REVIEW	Springer	SpringerLink		10713	1554-964X	1554-9658	7	0	6	0	0	0	1	2	1	0	0	3	0	0	0
TOP	Springer	SpringerLink	10.1007/11750.1863-8279	11750	1134-5764	1863-8279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tandartspraktijk	Springer	SpringerLink	10.1007/12496.1875-6808	12496	0167-1685	1875-6808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Targeted Oncology	Springer	SpringerLink	10.1007/11523.1776-260X	11523	1776-2596	1776-260X	8	5	3	0	0	0	0	0	0	2	1	0	5	0	0
Teaching Business Ethics	Springer	SpringerLink		11234	1382-6891	1573-1944	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TechTrends	Springer	SpringerLink	10.1007/11528.1559-7075	11528	8756-3894	1559-7075	22	0	15	3	7	3	4	2	0	0	0	0	0	3	0
Technical Physics	Springer	SpringerLink	10.1134/11454.1090-6525	11454	1063-7842	1090-6525	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Technical Physics Letters	Springer	SpringerLink	10.1134/11455.1090-6533	11455	1063-7850	1090-6533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Techniques in Coloproctology	Springer	SpringerLink	10.1007/10151.1128-045X	10151	1123-6337	1128-045X	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Technology Operation Management	Springer	SpringerLink	10.1007/13727.2249-2364	13727	0974-8091	2249-2364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Technology, Knowledge and Learning	Springer	SpringerLink	10.1007/10758.2211-1670	10758	2211-1662	2211-1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Telecommunication Systems	Springer	SpringerLink	10.1007/11235.1572-9451	11235	1018-4864	1572-9451	4	0	4	0	1	0	0	2	0	0	0	0	0	0	1
Tertiary Education and Management	Springer	SpringerLink		11233	1358-3883	1573-1936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The AAPS Journal	Springer	SpringerLink		12248		1550-7416	17	1	10	1	0	4	0	2	4	0	0	0	1	4	1
The American Journal of Digestive Diseases	Springer	SpringerLink		12364	0002-9211	1573-2568	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
The American Journal of Psychoanalysis	Springer	SpringerLink		11231	0002-9548	1573-6741	5	0	5	1	1	1	0	0	0	0	1	0	0	1	0
The American Sociologist	Springer	SpringerLink	10.1007/12108.1936-4784	12108	0003-1232	1936-4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Analysis of Verbal Behavior	Springer	SpringerLink		40616	0889-9401	2196-8926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Annals of Regional Science	Springer	SpringerLink	10.1007/168.1432-0592	168	0570-1864	1432-0592	38	0	21	4	1	2	2	7	3	3	4	5	2	2	3
The Asia-Pacific Education Researcher	Springer	SpringerLink		40299	0119-5646	2243-7908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Astronomy and Astrophysics Review	Springer	SpringerLink	10.1007/159.1432-0754	159	0935-4956	1432-0754	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
The Australian Educational Researcher	Springer	SpringerLink	10.1007/13384.2210-5328	13384	0311-6999	2210-5328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Behavior Analyst	Springer	SpringerLink		40614	0738-6729	2196-8918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Botanical Review	Springer	SpringerLink	10.1007/12229.1874-9372	12229	0006-8101	1874-9372	59	0	33	2	5	7	7	0	1	4	20	5	6	1	1
The Cerebellum	Springer	SpringerLink	10.1007/12311.1473-4230	12311	1473-4222	1473-4230	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
The Chemical Educator	Springer	SpringerLink		897		1430-4171	9	0	8	0	0	0	0	0	0	0	1	0	0	0	8
The Chemist’s Section of the Cotton Oil Press	Springer	SpringerLink		12279	0095-9774		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Chinese-German Journal of Clinical Oncology	Springer	SpringerLink	10.1007/10330.1613-9089	10330	1610-1979	1613-9089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Dublin Quarterly Journal of Medical Science	Springer	SpringerLink		12628	0790-2328		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Dublin Quarterly Journal of Medical Science	Springer	SpringerLink		12629	0790-2328	1863-4362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The European Journal of Health Economics	Springer	SpringerLink	10.1007/10198.1618-7601	10198	1618-7598	1618-7601	6	1	3	0	0	0	3	0	0	2	0	0	1	0	0
The European Physical Journal A	Springer	SpringerLink	10.1007/10050.1434-601X	10050	1434-6001	1434-601X	32	0	26	1	2	1	5	3	1	3	1	2	7	4	2
The European Physical Journal B	Springer	SpringerLink	10.1007/10051.1434-6036	10051	1434-6028	1434-6036	248	0	188	31	18	14	21	26	21	13	18	10	32	31	13
The European Physical Journal C	Springer	SpringerLink	10.1007/10052.1434-6052	10052	1434-6044	1434-6052	90	1	75	10	3	12	9	4	3	5	7	14	12	6	5
The European Physical Journal D	Springer	SpringerLink	10.1007/10053.1434-6079	10053	1434-6060	1434-6079	37	0	26	3	1	3	9	1	3	1	7	2	1	6	0
The European Physical Journal E	Springer	SpringerLink	10.1007/10189.1292-895X	10189	1292-8941	1292-895X	37	0	27	1	5	0	3	4	3	2	2	4	0	12	1
The European Physical Journal H	Springer	SpringerLink	10.1007/13129.2102-6467	13129	2102-6459	2102-6467	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
The European Physical Journal Plus	Springer	SpringerLink	10.1007/13360.2190-5444	13360		2190-5444	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
The European Physical Journal Special Topics	Springer	SpringerLink	10.1007/11734.1951-6401	11734	1951-6355	1951-6401	46	0	36	3	1	6	2	6	2	3	3	3	6	7	4
The HUGO Journal	Springer	SpringerLink	10.1007/11568.1877-6566	11568	1877-6558	1877-6566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Indian Journal of Pediatrics	Springer	SpringerLink	10.1007/12098.0973-7693	12098	0019-5456	0973-7693	13	3	9	4	1	1	0	2	1	2	1	1	0	0	0
The International Journal of Advanced Manufacturing Technology	Springer	SpringerLink	10.1007/170.1433-3015	170	0268-3768	1433-3015	25	0	13	0	1	0	2	2	4	2	2	0	3	6	3
The International Journal of Cardiovascular Imaging	Springer	SpringerLink	10.1007/10554.1573-0743	10554	1569-5794	1573-0743	31	4	23	7	3	2	2	5	3	0	1	0	4	2	2
The International Journal of Life Cycle Assessment	Springer	SpringerLink	10.1007/11367.1614-7502	11367	0948-3349	1614-7502	31	1	19	0	1	0	9	5	4	0	1	3	4	0	4
The International Sports Law Journal	Springer	SpringerLink		40318	1567-7559	2213-5154	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
The Journal of Behavioral Health Services & Research	Springer	SpringerLink	10.1007/11414.1556-3308	11414	1094-3412	1556-3308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Journal of Chinese Sociology	Springer	SpringerLink		40711		2198-2635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Journal of Comparative Germanic Linguistics	Springer	SpringerLink	10.1007/10828.1572-8552	10828	1383-4924	1572-8552	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
The Journal of Economic Inequality	Springer	SpringerLink	10.1007/10888.1573-8701	10888	1569-1721	1573-8701	6	0	6	5	0	0	0	0	0	0	1	0	0	0	0
The Journal of Ethics	Springer	SpringerLink	10.1007/10892.1572-8609	10892	1382-4554	1572-8609	28	1	23	3	4	4	6	2	3	0	0	0	2	3	1
The Journal of Geometric Analysis	Springer	SpringerLink	10.1007/12220.1559-002X	12220	1050-6926	1559-002X	24	1	14	0	2	3	2	3	0	4	0	0	1	5	4
The Journal of Headache and Pain	Springer	SpringerLink	10.1007/10194.1129-2377	10194	1129-2369	1129-2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Journal of Indian Prosthodontic Society	Springer	SpringerLink	10.1007/13191.1998-4057	13191	0972-4052	1998-4057	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
The Journal of Mathematical Neuroscience (JMN)	Springer	SpringerLink		13408		2190-8567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Journal of Membrane Biology	Springer	SpringerLink	10.1007/232.1432-1424	232	0022-2631	1432-1424	122	4	88	10	7	6	10	8	13	12	11	18	11	4	12
The Journal of Obstetrics and Gynecology of India	Springer	SpringerLink	10.1007/13224.0975-6434	13224	0971-9202	0975-6434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Journal of Physiological Sciences	Springer	SpringerLink	10.1007/12576.1880-6562	12576	1880-6546	1880-6562	8	0	6	0	1	0	1	0	1	0	0	3	2	0	0
The Journal of Primary Prevention	Springer	SpringerLink	10.1007/10935.1573-6547	10935	0278-095X	1573-6547	29	0	18	0	5	2	1	4	9	2	2	3	1	0	0
The Journal of Real Estate Finance and Economics	Springer	SpringerLink	10.1007/11146.1573-045X	11146	0895-5638	1573-045X	783	12	488	51	33	43	55	123	147	44	84	42	50	53	58
The Journal of Supercomputing	Springer	SpringerLink	10.1007/11227.1573-0484	11227	0920-8542	1573-0484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Journal of Sustainable Product Design	Springer	SpringerLink		10970	1367-6679	1573-1588	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
The Journal of Technology Transfer	Springer	SpringerLink	10.1007/10961.1573-7047	10961	0892-9912	1573-7047	26	3	22	2	3	3	1	3	0	2	0	1	0	11	0
The Journal of Value Inquiry	Springer	SpringerLink	10.1007/10790.1573-0492	10790	0022-5363	1573-0492	14	1	10	1	6	0	1	0	0	2	0	1	2	0	1
The Journal of the Astronautical Sciences	Springer	SpringerLink	10.1007/40295.2195-0571	40295	0021-9142	2195-0571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Mathematical Intelligencer	Springer	SpringerLink	10.1007/283.1866-7414	283	0343-6993	1866-7414	16	0	10	5	0	1	0	0	1	2	2	4	0	1	0
The Nucleus	Springer	SpringerLink	10.1007/13237.0976-7975	13237	0029-568X	0976-7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Patient - Patient-Centered Outcomes Research	Springer	SpringerLink	10.1007/40271.1178-1661	40271	1178-1653	1178-1661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Physics of Metals and Metallography	Springer	SpringerLink	10.1134/11508.1555-6190	11508	0031-918X	1555-6190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Protein Journal	Springer	SpringerLink	10.1007/10930.1573-4943	10930	1572-3887	1573-4943	19	1	9	3	2	0	2	3	1	1	0	0	0	4	3
The Psychological Record	Springer	SpringerLink		40732	0033-2933	2163-3452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Quarterly Journal of Austrian Economics	Springer	SpringerLink		12113	1098-3708	1936-4806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Ramanujan Journal	Springer	SpringerLink	10.1007/11139.1572-9303	11139	1382-4090	1572-9303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Review of Austrian Economics	Springer	SpringerLink	10.1007/11138.1573-7128	11138	0889-3047	1573-7128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Review of Black Political Economy	Springer	SpringerLink	10.1007/12114.1936-4814	12114	0034-6446	1936-4814	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0
The Review of International Organizations	Springer	SpringerLink	10.1007/11558.1559-744X	11558	1559-7431	1559-744X	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
The Review of Socionetwork Strategies	Springer	SpringerLink	10.1007/12626.1867-3236	12626		1867-3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Urban Review	Springer	SpringerLink	10.1007/11256.1573-1960	11256	0042-0972	1573-1960	8	0	5	0	0	1	0	2	0	1	0	0	3	1	0
The VLDB Journal	Springer	SpringerLink	10.1007/778.0949-877X	778	1066-8888	0949-877X	7	0	5	0	0	1	0	3	2	1	0	0	0	0	0
The Visual Computer	Springer	SpringerLink	10.1007/371.1432-2315	371	0178-2789	1432-2315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The journal of nutrition, health & aging	Springer	SpringerLink	10.1007/12603.1760-4788	12603	1279-7707	1760-4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Theoretical Biology and Medical Modelling	Springer	SpringerLink		12976		1742-4682	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Theoretical Chemistry Accounts	Springer	SpringerLink	10.1007/214.1432-2234	214	1432-881X	1432-2234	113	0	68	5	7	13	13	9	5	5	1	12	14	25	4
Theoretical Ecology	Springer	SpringerLink	10.1007/12080.1874-1746	12080	1874-1738	1874-1746	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Theoretical Foundations of Chemical Engineering	Springer	SpringerLink	10.1134/11236.1608-3431	11236	0040-5795	1608-3431	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Theoretical Medicine and Bioethics	Springer	SpringerLink	10.1007/11017.1573-1200	11017	1386-7415	1573-1200	12	0	7	0	0	0	1	0	5	1	0	2	2	0	1
Theoretical and Applied Climatology	Springer	SpringerLink	10.1007/704.1434-4483	704	0177-798X	1434-4483	14	0	11	1	1	4	0	0	0	0	0	0	4	0	4
Theoretical and Applied Genetics	Springer	SpringerLink	10.1007/122.1432-2242	122	0040-5752	1432-2242	84	8	38	13	24	3	0	4	3	5	2	14	9	2	5
